inventory_id,store_id,film_id,title,rental_rate,replacement_cost,category,rental_count,total_revenue,last_rental_date
3902,1,852,Strangelove Desire,0.99,27.99,Children,2,8.98,2005-08-19
1874,1,409,Heartbreakers Bright,4.99,9.99,Children,2,11.98,2005-08-17
2289,2,496,Kick Savannah,0.99,10.99,Travel,2,7.98,2005-08-19
3966,1,864,Sundance Invasion,0.99,21.99,Children,2,2.98,2006-02-14
3031,1,665,Patton Interview,2.99,22.99,Horror,2,6.98,2005-08-19
3335,2,733,River Outlaw,0.99,29.99,Sports,2,7.98,2005-08-23
4159,2,903,Traffic Hobbit,4.99,13.99,Travel,2,9.98,2005-08-18
74,2,15,Alien Center,2.99,10.99,Foreign,2,8.98,2005-08-23
93,1,19,Amadeus Holy,0.99,20.99,Action,2,1.98,2005-08-18
3082,2,677,Pianist Outfield,0.99,25.99,New,2,6.97,2006-02-14
1996,2,434,Horror Reign,0.99,25.99,Travel,2,5.98,2005-08-23
2607,1,572,Metropolis Coma,2.99,9.99,Sci-Fi,2,13.98,2005-08-22
366,1,80,Blanket Beverly,2.99,21.99,Family,2,7.98,2005-08-22
2893,1,636,Oleander Clue,0.99,12.99,Music,2,3.98,2005-08-18
567,1,123,Casablanca Super,4.99,22.99,Travel,2,10.98,2005-08-17
2455,1,536,Lovely Jingle,2.99,18.99,Classics,2,10.98,2006-02-14
2172,2,468,Invasion Cyclone,2.99,12.99,Children,2,8.98,2005-08-21
1180,1,263,Durham Panky,4.99,14.99,Sports,2,9.98,2005-08-20
1034,2,231,Dinosaur Secretary,2.99,27.99,Family,2,5.98,2005-08-17
2178,1,471,Island Exorcist,2.99,23.99,Classics,2,5.98,2005-08-21
1931,1,420,Holes Brannigan,4.99,27.99,Sports,2,9.98,2005-08-17
1397,1,306,Feathers Metal,0.99,12.99,Games,2,3.98,2005-08-21
3831,2,839,Stallion Sundance,0.99,23.99,Sci-Fi,2,1.98,2005-08-19
505,2,112,Calendar Gunfight,4.99,22.99,Foreign,2,11.98,2005-08-20
2804,1,616,National Story,2.99,19.99,Documentary,2,5.98,2005-08-19
710,1,155,Cleopatra Devil,0.99,26.99,New,2,3.98,2005-08-19
660,1,143,Chill Luck,0.99,17.99,Drama,2,1.98,2005-08-20
4040,1,880,Telemark Heartbreakers,2.99,9.99,Animation,2,6.98,2005-07-29
3351,1,736,Robbery Bright,0.99,21.99,Family,2,7.98,2005-08-18
3214,2,706,Queen Luke,4.99,22.99,Drama,2,9.98,2005-08-20
920,2,204,Dalmations Sweden,0.99,25.99,Drama,2,1.98,2005-08-20
2521,1,554,Malkovich Pet,2.99,22.99,Classics,2,5.98,2005-08-20
2046,2,444,Hustler Party,4.99,22.99,Comedy,2,18.98,2005-08-22
2543,2,557,Manchurian Curtain,2.99,27.99,Family,2,8.98,2005-08-18
2158,1,467,Intrigue Worst,0.99,10.99,Foreign,2,1.98,2006-02-14
3818,2,835,Spy Mile,2.99,13.99,Games,2,5.98,2005-08-19
4345,1,947,Vision Torque,0.99,16.99,Foreign,2,1.98,2005-08-17
4273,1,930,Vacation Boondock,2.99,23.99,Sci-Fi,2,9.98,2005-08-19
564,2,122,Carrie Bunch,0.99,11.99,Horror,2,1.98,2005-08-21
1074,2,239,Dogma Family,4.99,16.99,Animation,2,10.98,2005-08-17
1134,2,251,Dragonfly Strangers,4.99,19.99,New,2,15.98,2005-08-20
2924,1,643,Orient Closer,2.99,22.99,Drama,2,12.98,2005-08-22
976,1,218,Deceiver Betrayed,0.99,22.99,Drama,2,2.98,2005-08-19
985,1,220,Deer Virginian,2.99,13.99,Music,2,6.98,2005-08-19
1011,1,227,Details Packer,4.99,17.99,Games,2,12.98,2005-08-19
2915,1,641,Orange Grapes,0.99,21.99,Foreign,2,1.98,2005-08-22
968,2,215,Dawn Pond,4.99,27.99,Games,2,14.98,2005-08-20
832,1,182,Control Anthem,4.99,9.99,Comedy,2,9.98,2005-08-22
3729,1,815,Snatchers Montezuma,2.99,14.99,Classics,2,6.98,2005-08-18
2222,1,481,Jekyll Frogmen,2.99,22.99,New,2,5.98,2005-08-19
1487,2,326,Flying Hook,2.99,18.99,Animation,2,6.98,2005-08-17
3934,2,857,Strictly Scarface,2.99,24.99,Comedy,2,13.98,2005-08-17
3752,2,820,Sons Interview,2.99,11.99,Animation,2,12.98,2005-08-21
2369,2,516,Legend Jedi,0.99,18.99,Music,2,1.98,2005-08-21
2541,2,557,Manchurian Curtain,2.99,27.99,Family,2,5.98,2005-08-21
3038,2,666,Paycheck Wait,4.99,27.99,Drama,2,10.98,2005-08-23
509,2,113,California Birds,4.99,19.99,Sports,2,12.98,2005-08-20
3337,1,734,Road Roxanne,4.99,12.99,Documentary,2,10.98,2005-08-17
2116,2,458,Indian Love,0.99,26.99,Family,2,8.98,2005-08-23
1248,2,275,Egypt Tenenbaums,0.99,11.99,Horror,2,8.98,2005-08-16
1809,2,392,Hall Cassidy,4.99,13.99,Children,2,9.98,2005-08-22
2940,2,645,Others Soup,2.99,18.99,Travel,2,7.98,2005-08-20
3869,1,846,Sting Personal,4.99,9.99,New,2,18.98,2005-08-23
767,1,167,Coma Head,4.99,10.99,Travel,2,9.98,2005-08-22
11,2,2,Ace Goldfinger,4.99,12.99,Horror,2,17.98,2005-08-17
4205,2,914,Trouble Date,2.99,13.99,Travel,2,5.98,2005-08-21
543,2,118,Canyon Stock,0.99,26.99,Animation,2,1.98,2005-08-20
1908,2,415,High Encino,2.99,23.99,Horror,2,9.98,2005-08-21
4300,1,937,Varsity Trip,2.99,14.99,New,2,5.98,2005-08-19
2658,1,583,Mission Zoolander,4.99,26.99,Animation,2,14.98,2005-08-22
28,1,6,Agent Truman,2.99,17.99,Foreign,2,11.98,2005-08-20
3401,1,746,Rouge Squad,0.99,10.99,Games,2,7.98,2005-08-19
524,2,115,Campus Remember,2.99,27.99,Action,2,6.98,2005-08-22
1752,1,381,Grinch Massage,4.99,25.99,Games,2,9.98,2005-08-20
1802,2,391,Half Outfield,2.99,25.99,Family,2,7.98,2005-08-18
2535,2,556,Maltese Hope,4.99,26.99,Games,2,11.98,2005-08-21
1117,2,247,Downhill Enough,0.99,19.99,Comedy,2,8.98,2005-08-19
4051,2,881,Temple Attraction,4.99,13.99,Horror,2,9.98,2005-08-19
422,2,92,Bowfinger Gables,4.99,19.99,Horror,2,9.98,2005-08-18
972,2,216,Day Unfaithful,4.99,16.99,New,2,12.98,2005-08-19
2000,1,436,Hours Rage,0.99,14.99,New,2,12.98,2005-08-18
3208,1,705,Purple Movie,2.99,9.99,Foreign,2,5.98,2005-08-22
838,2,183,Conversation Downhill,4.99,14.99,Family,2,13.98,2005-08-22
2660,2,583,Mission Zoolander,4.99,26.99,Animation,2,14.98,2005-08-21
3002,2,658,Paris Weekend,2.99,19.99,Horror,2,5.98,2005-08-21
1965,2,428,Homicide Peach,2.99,21.99,Family,2,5.98,2005-08-21
3073,2,676,Philadelphia Wife,4.99,16.99,Sports,2,10.98,2005-08-18
3589,1,785,Shawshank Bubble,4.99,20.99,Travel,2,9.98,2005-08-17
3663,2,800,Sinners Atlantis,2.99,19.99,Horror,2,5.98,2005-08-20
3557,2,777,Secretary Rouge,4.99,10.99,Sports,2,13.98,2005-08-22
2355,2,512,League Hellfighters,4.99,25.99,Classics,2,16.98,2005-08-21
2115,2,458,Indian Love,0.99,26.99,Family,2,4.98,2005-08-17
1217,2,270,Earth Vision,0.99,29.99,New,2,1.98,2005-08-22
2133,2,461,Insects Stone,0.99,14.99,Animation,2,4.97,2006-02-14
812,2,176,Congeniality Quest,0.99,21.99,Sports,2,4.98,2005-08-18
1506,2,329,Forrest Sons,2.99,15.99,Action,2,7.98,2005-08-23
4426,2,967,Weekend Personal,2.99,26.99,Sci-Fi,2,5.98,2005-08-20
